trait	chr	pos	QTL_Type	logP_AD	DGE_chr	DGE_start	DGE_end
gnl.UG.Ssc.S35166842	7	34210935	partial-dominant	4.74 	4	107036322	107038687
gnl.UG.Ssc.S35169410	8	3305052	additive	83.76 	8	3396723	3413719
gnl.UG.Ssc.S18553219	8	127264907	partial-dominant	5.65 	6	74609912	74612993
ITT01_0094_B04	1	286138500	partial-dominant	4.75 	6	108515330	108561302
gnl.UG.Ssc.S26728690	17	106110	partial-dominant	6.36 	NA	NA	NA
gnl.UG.Ssc.S31106553	16	4744298	partial-dominant	4.81 	NA	NA	NA
gnl.UG.Ssc.S35165263	2	84987807	partial-dominant	8.32 	2	85331775	85372032
gnl.UG.Ssc.S23213495	2	42633901	partial-dominant	5.74 	9	125173393	125186034
gnl.UG.Ssc.S35174222	5	46295477	partial-dominant	5.05 	9	77018779	77046296
gnl.UG.Ssc.S23695896	3	63894506	partial-dominant	14.04 	NA	NA	NA
gnl.UG.Ssc.S6056514	16	74197529	partial-dominant	7.43 	NA	NA	NA
LNG01_0092_B11	12	55282493	partial-dominant	5.78 	2	52284701	52301556
gnl.UG.Ssc.S23690364	13	199380372	partial-dominant	4.61 	9	93226924	93307655
OVR01_0084_F06	12	209210	dominant	5.06 	NA	NA	NA
OVRM1_0205_H01	17	11718630	additive	16.41 	NA	NA	NA
LNG01_0068_A09	6	37163254	partial-dominant	6.77 	7	80053751	80058487
gnl.UG.Ssc.S6076982	9	67492313	partial-dominant	7.62 	NA	NA	NA
gnl.UG.Ssc.S40498856	14	31485899	partial-dominant	6.77 	14	32598704	32627327
gnl.UG.Ssc.S35173567	13	161394928	partial-dominant	6.84 	NA	NA	NA
gnl.UG.Ssc.S50013346	8	76136044	partial-dominant	4.97 	8	41306138	41324541
gnl.UG.Ssc.S46876076	17	21985990	additive	22.29 	NA	NA	NA
gnl.UG.Ssc.S34533330	9	20079089	partial-dominant	5.33 	NA	NA	NA
gnl.UG.Ssc.S18356676	10	73617862	dominant	4.98 	NA	NA	NA
OVRM1_0027_C09	6	75745501	partial-dominant	7.06 	NA	NA	NA
gnl.UG.Ssc.S46879482	1	163684754	partial-dominant	13.19 	5	4336774	4347697
SMG01_0091_A12	10	9818909	partial-dominant	6.10 	2	6939770	6942952
gnl.UG.Ssc.S35170662	1	309037070	additive	8.54 	6	43241077	43250623
gnl.UG.Ssc.S35165628	4	97323684	partial-dominant	6.18 	4	89969324	90001121
gnl.UG.Ssc.S35170109	1	298117818	additive	12.92 	1	298850331	298942265
TCH01_0062_G05	8	132945670	partial-dominant	10.95 	GL896083.1	1427	10855
gnl.UG.Ssc.S46876555	1	101903535	partial-dominant	6.34 	14	51057234	51088417
gnl.UG.Ssc.S23695383	3	17600658	additive	36.46 	3	18086933	18103159
gnl.UG.Ssc.S35169731	4	66381089	partial-dominant	4.62 	2	124815022	124828122
gnl.UG.Ssc.S18557416	3	13304570	partial-dominant	6.14 	6	69920824	69928175
gnl.UG.Ssc.S40225399	10	14942611	partial-dominant	11.67 	10	14889942	14937373
gnl.UG.Ssc.S46877102	12	62729730	partial-dominant	5.57 	14	140551647	140572597
gnl.UG.Ssc.S23213456	12	42891892	partial-dominant	4.81 	NA	NA	NA
gnl.UG.Ssc.S35167959	13	60165976	partial-dominant	4.72 	GL894817.1	3903	15671
OVR01_0033_F02	3	13304570	partial-dominant	5.58 	6	48066402	48073966
gnl.UG.Ssc.S52535148	8	32014830	partial-dominant	16.38 	3	133660275	133741130
gnl.UG.Ssc.S35172350	9	142263333	partial-dominant	13.43 	9	142158968	142212600
gnl.UG.Ssc.S31986007	1	148011932	partial-dominant	4.53 	NA	NA	NA
gnl.UG.Ssc.S26727819	8	32934099	partial-dominant	6.26 	NA	NA	NA
gnl.UG.Ssc.S35166121	5	46295477	additive	8.48 	9	59064169	59101039
gnl.UG.Ssc.S35166229	13	110567483	additive	38.92 	10	29284346	29289916
gnl.UG.Ssc.S35166229	2	160085066	additive	38.92 	10	29284346	29289916
gnl.UG.Ssc.S23698097	7	9731170	partial-dominant	5.16 	16	22523649	22574196
gnl.UG.Ssc.S40478570	9	2305353	partial-dominant	7.03 	NA	NA	NA
gnl.UG.Ssc.S35171068	14	124432317	partial-dominant	6.56 	NA	NA	NA
gnl.UG.Ssc.S22301613	3	25724214	partial-dominant	7.89 	NA	NA	NA
gnl.UG.Ssc.S35171596	13	33587266	additive	34.01 	NA	NA	NA
gnl.UG.Ssc.S46880292	4	1364103	additive	44.66 	4	453504	458897
DCI01_0112_B11	4	132505132	partial-dominant	4.76 	8	140714678	140748717
gnl.UG.Ssc.S40496968	7	7187201	partial-dominant	5.84 	NA	NA	NA
gnl.UG.Ssc.S39848232	6	156370237	partial-dominant	4.86 	NA	NA	NA
ITT01_0089_E06	4	63988841	partial-dominant	20.45 	7	63425125	63443865
gnl.UG.Ssc.S35167564	7	54688117	partial-dominant	6.86 	NA	NA	NA
gnl.UG.Ssc.S16513460	6	66228290	partial-dominant	5.42 	5	66647211	66658624
gnl.UG.Ssc.S23213516	4	70152585	dominant	4.87 	10	2342748	2413848
gnl.UG.Ssc.S31124732	14	5282270	additive	18.05 	14	6064459	6122961
gnl.UG.Ssc.S31122540	6	81987568	additive	18.57 	6	83031376	83052996
gnl.UG.Ssc.S35166352	1	303622361	partial-dominant	7.97 	NA	NA	NA
gnl.UG.Ssc.S35171616	3	29097329	partial-dominant	4.54 	NA	NA	NA
gnl.UG.Ssc.S40202470	2	29115937	partial-dominant	5.84 	NA	NA	NA
gnl.UG.Ssc.S35169569	11	558325	partial-dominant	7.70 	11	86858326	86894015
UTR01_0023_E01	17	56914171	partial-dominant	4.58 	17	60735916	61243854
gnl.UG.Ssc.S39854232	6	26424029	additive	19.60 	NA	NA	NA
gnl.UG.Ssc.S17513940	6	66228290	additive	24.65 	NA	NA	NA
gnl.UG.Ssc.S46875664	6	23762637	partial-dominant	4.93 	X	53043934	53049407
gnl.UG.Ssc.S35173925	13	186001107	partial-dominant	5.47 	13	179477029	179512316
gnl.UG.Ssc.S23213121	2	143670796	partial-dominant	7.35 	2	147990660	148021334
gnl.UG.Ssc.S18546300	9	115435374	partial-dominant	5.31 	NA	NA	NA
gnl.UG.Ssc.S35174140	10	64593821	partial-dominant	5.23 	NA	NA	NA
gnl.UG.Ssc.S35164586	17	39265441	partial-dominant	9.96 	NA	NA	NA
gnl.UG.Ssc.S46876402	3	19164312	partial-dominant	4.64 	14	24875186	24913201
gnl.UG.Ssc.S39548006	17	6975495	partial-dominant	6.35 	15	76423089	76477401
gnl.UG.Ssc.S35166940	17	44369566	additive	10.99 	NA	NA	NA
gnl.UG.Ssc.S35172231	9	72729875	additive	14.77 	9	72715501	72724781
gnl.UG.Ssc.S35171045	9	44922489	additive	22.14 	9	44420374	44425460
gnl.UG.Ssc.S29984704	10	25845373	partial-dominant	4.50 	12	63063872	63079033
gnl.UG.Ssc.S5993911	14	152246949	partial-dominant	8.23 	NA	NA	NA
gnl.UG.Ssc.S40204453	15	116461585	additive	18.55 	NA	NA	NA
gnl.UG.Ssc.S35170163	2	27137409	partial-dominant	12.12 	2	27119410	27138704
MLTL1_0029_B03	3	2391386	partial-dominant	9.09 	NA	NA	NA
gnl.UG.Ssc.S50208530	12	52510482	partial-dominant	4.65 	13	23956907	23989416
gnl.UG.Ssc.S35168397	6	90129626	partial-dominant	6.65 	5	3810426	3815076
gnl.UG.Ssc.S35167670	15	138397090	partial-dominant	14.08 	3	72750855	72755476
PTG01_0016_C07	1	140192107	partial-dominant	6.22 	3	23444854	23480156
gnl.UG.Ssc.S40427022	1	309901297	partial-dominant	9.28 	NA	NA	NA
TCH01_0057_H05	1	287348708	partial-dominant	9.92 	13	67224767	67234400
gnl.UG.Ssc.S40137809	10	13042978	additive	19.23 	NA	NA	NA
SKNB1_0017_A10	7	124120415	additive	17.72 	NA	NA	NA
MLN01_0063_D12	16	80487549	partial-dominant	8.89 	16	81876143	81884010
gnl.UG.Ssc.S46880251	1	43819028	partial-dominant	5.27 	4	15150018	15246609
gnl.UG.Ssc.S35167471	2	7864132	additive	26.02 	2	8349628	8353948
gnl.UG.Ssc.S35167432	5	44160478	partial-dominant	12.09 	5	47652916	47702079
gnl.UG.Ssc.S17513119	6	87146590	dominant	4.91 	1	313920658	313928723
gnl.UG.Ssc.S40020551	3	48924957	partial-dominant	7.66 	NA	NA	NA
gnl.UG.Ssc.S31111777	1	313170644	partial-dominant	7.33 	NA	NA	NA
gnl.UG.Ssc.S42501055	5	46295477	partial-dominant	4.79 	9	82185786	82194448
gnl.UG.Ssc.S35166787	15	116461585	partial-dominant	6.28 	NA	NA	NA
gnl.UG.Ssc.S39933501	6	54949995	partial-dominant	5.55 	NA	NA	NA
gnl.UG.Ssc.S46878620	1	270602824	partial-dominant	4.52 	7	83482372	83490089
LVRM1_0141_E03	16	86613496	partial-dominant	5.04 	16	86738793	86739005
gnl.UG.Ssc.S17503808	9	52833797	partial-dominant	5.09 	NA	NA	NA
gnl.UG.Ssc.S39881564	1	68359366	partial-dominant	9.33 	NA	NA	NA
TES01_0001_A04	11	84687502	additive	40.40 	NA	NA	NA
gnl.UG.Ssc.S23213557	8	74491273	partial-dominant	4.64 	18	59574866	59578243
gnl.UG.Ssc.S31116010	2	141768156	partial-dominant	5.14 	13	62800355	62986290
gnl.UG.Ssc.S17516048	6	42895779	partial-dominant	5.18 	NA	NA	NA
gnl.UG.Ssc.S18380374	11	81706059	partial-dominant	12.22 	NA	NA	NA
gnl.UG.Ssc.S35173299	6	37445138	partial-dominant	4.64 	6	69990843	70021369
SPL01_0037_C10	3	118589606	additive	43.89 	NA	NA	NA
gnl.UG.Ssc.S40042631	12	60479145	partial-dominant	5.25 	12	58110959	58132945
OVR01_0092_C02	4	84443534	partial-dominant	4.64 	8	146872576	146964111
gnl.UG.Ssc.S23212797	4	128983125	additive	29.30 	NA	NA	NA
LVR01_0104_C07	14	83692657	additive	11.86 	NA	NA	NA
gnl.UG.Ssc.S35167265	17	44369566	partial-dominant	5.13 	2	74935875	74948872
gnl.UG.Ssc.S35165997	7	56775438	partial-dominant	8.31 	14	52602396	52606688
gnl.UG.Ssc.S40576057	6	35627285	partial-dominant	4.77 	7	36804604	36865913
LNG01_0085_C12	12	463662	partial-dominant	19.87 	3	2208308	2216863
gnl.UG.Ssc.S35173397	12	18342922	partial-dominant	4.62 	13	98845701	98862686
gnl.UG.Ssc.S40482896	17	13857007	partial-dominant	8.92 	NA	NA	NA
AMP01_0064_D09	17	57095969	partial-dominant	9.54 	NA	NA	NA
gnl.UG.Ssc.S40155804	7	16840958	partial-dominant	4.65 	NA	NA	NA
gnl.UG.Ssc.S20116724	9	125556707	additive	13.86 	9	125551263	125562629
gnl.UG.Ssc.S35170620	6	22138877	additive	20.47 	NA	NA	NA
gnl.UG.Ssc.S46881165	1	301911374	additive	18.86 	NA	NA	NA
LVR01_0040_B10	2	3763803	partial-dominant	15.72 	NA	NA	NA
gnl.UG.Ssc.S23696562	8	118515915	partial-dominant	7.87 	NA	NA	NA
gnl.UG.Ssc.S35170496	1	68359366	partial-dominant	8.20 	NA	NA	NA
LNG01_0061_F01	15	96595869	partial-dominant	4.89 	NA	NA	NA
gnl.UG.Ssc.S40501058	1	299838309	partial-dominant	5.17 	NA	NA	NA
gnl.UG.Ssc.S40199645	10	17682279	partial-dominant	17.83 	NA	NA	NA
gnl.UG.Ssc.S40480990	11	48639473	partial-dominant	4.95 	NA	NA	NA
gnl.UG.Ssc.S40579344	17	66811256	partial-dominant	5.17 	NA	NA	NA
gnl.UG.Ssc.S35172575	6	35202799	dominant	4.50 	16	29584628	29658098
SMG01_0057_E04	13	4922900	partial-dominant	4.55 	7	121160139	121161888
AMP01_0028_B08	5	11709337	partial-dominant	4.51 	GL896387.1	7434	58345
gnl.UG.Ssc.S40085974	11	474939	partial-dominant	4.71 	NA	NA	NA
gnl.UG.Ssc.S26724481	2	93254700	partial-dominant	6.82 	NA	NA	NA
gnl.UG.Ssc.S15981037	10	48434052	partial-dominant	8.54 	4	96952	114271
gnl.UG.Ssc.S35171674	9	135354339	partial-dominant	4.58 	NA	NA	NA
gnl.UG.Ssc.S18387589	6	5476334	partial-dominant	21.00 	6	5213122	5364584
gnl.UG.Ssc.S35172008	2	35101044	partial-dominant	5.09 	2	35619281	35656363
gnl.UG.Ssc.S50185451	18	51803903	partial-dominant	14.18 	NA	NA	NA
gnl.UG.Ssc.S35172191	1	279214647	partial-dominant	4.59 	14	31574586	31577393
gnl.UG.Ssc.S18383348	1	309088209	partial-dominant	5.16 	6	61659254	61756523
gnl.UG.Ssc.S38481793	13	74223192	partial-dominant	4.60 	NA	NA	NA
gnl.UG.Ssc.S19545994	7	19607859	partial-dominant	5.09 	7	21468020	21653398
gnl.UG.Ssc.S39886190	17	44369566	additive	11.67 	NA	NA	NA
gnl.UG.Ssc.S46876405	14	23861750	additive	22.53 	14	24054519	24084125
gnl.UG.Ssc.S23762560	2	43558242	partial-dominant	4.78 	2	48831842	48904569
gnl.UG.Ssc.S40543101	4	95368	additive	36.35 	NA	NA	NA
UTR01_0034_D07	7	37109781	partial-dominant	4.86 	NA	NA	NA
gnl.UG.Ssc.S18552425	2	90946045	additive	27.71 	NA	NA	NA
OVRM1_0055_B09	15	58049980	partial-dominant	4.60 	NA	NA	NA
LVRM1_0149_A02	12	2580572	partial-dominant	13.59 	NA	NA	NA
gnl.UG.Ssc.S31107940	13	203957192	partial-dominant	4.51 	NA	NA	NA
gnl.UG.Ssc.S35164225	18	47892269	additive	11.44 	NA	NA	NA
LVRM1_0151_D10	7	94809941	additive	32.34 	7	94832631	94894977
gnl.UG.Ssc.S35166108	3	13304570	partial-dominant	6.44 	NA	NA	NA
gnl.UG.Ssc.S40390344	2	9646443	partial-dominant	11.21 	13	150136496	150239384
gnl.UG.Ssc.S35171904	10	11794253	partial-dominant	5.43 	13	55590553	55669972
gnl.UG.Ssc.S35165048	3	2446124	partial-dominant	6.64 	NA	NA	NA
gnl.UG.Ssc.S18553743	5	14764729	partial-dominant	10.67 	5	15129052	15145294
gnl.UG.Ssc.S21546086	5	105170827	partial-dominant	8.62 	NA	NA	NA
gnl.UG.Ssc.S40263306	18	15808759	partial-dominant	4.76 	4	117972643	117990368
gnl.UG.Ssc.S23212969	7	62793931	partial-dominant	6.89 	NA	NA	NA
gnl.UG.Ssc.S40555834	3	63130898	additive	53.30 	NA	NA	NA
gnl.UG.Ssc.S35172056	2	106746315	partial-dominant	6.74 	5	12366144	12393033
gnl.UG.Ssc.S40543101	13	146804590	additive	24.96 	NA	NA	NA
gnl.UG.Ssc.S35165374	7	49709911	partial-dominant	7.32 	NA	NA	NA
gnl.UG.Ssc.S35167478	1	29081623	additive	11.18 	1	30388405	30408868
gnl.UG.Ssc.S31115566	8	144507765	additive	36.97 	NA	NA	NA
gnl.UG.Ssc.S22278213	5	69746656	partial-dominant	4.71 	NA	NA	NA
gnl.UG.Ssc.S6078996	10	48434052	partial-dominant	5.21 	NA	NA	NA
gnl.UG.Ssc.S46877484	13	159112745	partial-dominant	4.99 	13	73271290	73278801
gnl.UG.Ssc.S40177823	14	142561943	partial-dominant	8.06 	NA	NA	NA
gnl.UG.Ssc.S35173936	1	93637268	partial-dominant	10.11 	9	9400615	9443427
TES01_0047_A10	6	53833374	partial-dominant	6.11 	12	58039027	58056308
gnl.UG.Ssc.S40499633	10	35337090	partial-dominant	6.88 	NA	NA	NA
gnl.UG.Ssc.S18355303	5	98025183	additive	22.21 	NA	NA	NA
gnl.UG.Ssc.S40483492	1	130361873	partial-dominant	8.27 	NA	NA	NA
gnl.UG.Ssc.S46877012	14	82633976	partial-dominant	5.18 	14	78227138	78258366
gnl.UG.Ssc.S6032057	4	25883931	partial-dominant	7.30 	NA	NA	NA
gnl.UG.Ssc.S18381775	9	22198816	partial-dominant	5.30 	14	41196286	41208970
gnl.UG.Ssc.S46876567	1	101903535	additive	8.48 	NA	NA	NA
OVRM1_0016_G04	1	185527632	partial-dominant	5.18 	7	102193922	102258991
gnl.UG.Ssc.S5980259	5	27391528	partial-dominant	4.58 	NA	NA	NA
gnl.UG.Ssc.S35166725	3	48855083	partial-dominant	5.55 	3	42420365	42425480
gnl.UG.Ssc.S50699635	13	202071613	partial-dominant	5.26 	7	27448891	27451018
gnl.UG.Ssc.S46877354	14	144519934	additive	17.55 	14	144290016	144302218
ADR01_0004_E10	3	128848847	partial-dominant	5.40 	NA	NA	NA
gnl.UG.Ssc.S40169746	18	21512653	additive	40.93 	NA	NA	NA
gnl.UG.Ssc.S22285647	2	12456588	partial-dominant	7.86 	15	122362816	122375805
gnl.UG.Ssc.S46878369	7	60865965	partial-dominant	5.37 	7	53340541	53365176
gnl.UG.Ssc.S19546751	2	146284958	additive	27.50 	NA	NA	NA
TES01_0103_H06	14	153764519	additive	31.25 	14	153754898	153767388
gnl.UG.Ssc.S52535148	15	26918484	partial-dominant	17.99 	3	133660275	133741130
gnl.UG.Ssc.S35168542	3	139812530	partial-dominant	6.01 	NA	NA	NA
THY01_0203_E11	3	111760147	additive	22.33 	3	107712666	107717726
gnl.UG.Ssc.S18359743	9	30614423	partial-dominant	5.11 	X	115935250	116048870
THY01_0046_E08	18	20126280	partial-dominant	4.71 	18	27551031	27581190
gnl.UG.Ssc.S35171725	3	7568181	partial-dominant	6.56 	3	8491985	8496112
gnl.UG.Ssc.S39803904	10	2725158	partial-dominant	8.30 	NA	NA	NA
DCI01_0059_H07	4	128799810	partial-dominant	8.32 	4	128811652	128847959
gnl.UG.Ssc.S35165728	1	95099817	additive	16.55 	1	85660857	85714991
gnl.UG.Ssc.S34502803	7	129898714	partial-dominant	14.56 	NA	NA	NA
gnl.UG.Ssc.S35171385	12	5645079	additive	25.52 	10	15839612	15846044
gnl.UG.Ssc.S18358810	17	54359929	partial-dominant	4.51 	NA	NA	NA
OVRM1_0018_G01	12	55575876	additive	27.23 	NA	NA	NA
gnl.UG.Ssc.S46877058	14	91200984	partial-dominant	8.48 	14	92190363	92207964
gnl.UG.Ssc.S23692155	10	27053654	partial-dominant	5.00 	13	131013295	131042066
gnl.UG.Ssc.S35172792	7	22869345	partial-dominant	6.49 	7	25156351	25161054
gnl.UG.Ssc.S6043463	6	37163254	partial-dominant	6.38 	6	42163691	42305388
gnl.UG.Ssc.S18546119	2	160085066	partial-dominant	4.56 	NA	NA	NA
gnl.UG.Ssc.S18546119	13	110567483	partial-dominant	4.56 	NA	NA	NA
gnl.UG.Ssc.S35168129	4	75519547	partial-dominant	7.10 	4	75141923	75174624
gnl.UG.Ssc.S35167394	5	46295477	additive	15.13 	9	70137792	70171698
gnl.UG.Ssc.S18546005	4	103369581	partial-dominant	5.06 	NA	NA	NA
gnl.UG.Ssc.S23690967	8	139708737	partial-dominant	4.86 	NA	NA	NA
gnl.UG.Ssc.S35168010	13	7707051	partial-dominant	4.51 	15	53252478	53271631
gnl.UG.Ssc.S19542490	9	22198816	partial-dominant	6.77 	NA	NA	NA
gnl.UG.Ssc.S35165978	6	79924228	partial-dominant	4.88 	NA	NA	NA
gnl.UG.Ssc.S40047454	5	69759629	partial-dominant	8.36 	NA	NA	NA
gnl.UG.Ssc.S20453290	4	100212108	partial-dominant	4.99 	NA	NA	NA
gnl.UG.Ssc.S35172553	14	11622365	additive	9.45 	9	40601622	40622159
AMP01_0066_E08	10	61108243	partial-dominant	5.28 	NA	NA	NA
gnl.UG.Ssc.S18555187	5	91571852	partial-dominant	4.77 	5	70264406	70410707
gnl.UG.Ssc.S46881157	1	304226660	partial-dominant	8.80 	1	303225709	303256403
gnl.UG.Ssc.S50207550	10	27292836	partial-dominant	8.80 	10	28310670	28313594
gnl.UG.Ssc.S19544494	2	3958244	partial-dominant	4.81 	NA	NA	NA
gnl.UG.Ssc.S35168708	12	47210754	partial-dominant	13.23 	NA	NA	NA
gnl.UG.Ssc.S31115934	6	75151427	partial-dominant	4.65 	3	42239829	42245889
gnl.UG.Ssc.S17525826	13	59740715	partial-dominant	10.98 	13	60422702	60441890
gnl.UG.Ssc.S23755372	9	72207382	additive	11.30 	9	72145487	72173687
gnl.UG.Ssc.S40090141	13	93651116	partial-dominant	5.07 	NA	NA	NA
gnl.UG.Ssc.S40209535	8	142265932	partial-dominant	13.56 	8	142148085	142647169
gnl.UG.Ssc.S35173169	10	59218112	partial-dominant	6.46 	NA	NA	NA
gnl.UG.Ssc.S35335241	14	4388283	partial-dominant	5.31 	NA	NA	NA
gnl.UG.Ssc.S35170640	2	44438599	additive	15.91 	2	44626205	44704645
gnl.UG.Ssc.S46878621	10	52043114	partial-dominant	4.82 	7	83475130	83482179
gnl.UG.Ssc.S19546988	3	9721624	dominant	4.51 	9	51060166	51098787
gnl.UG.Ssc.S40431582	1	183913205	partial-dominant	5.00 	1	183919515	183934511
PTG01_0084_B06	2	1249101	partial-dominant	6.80 	X	105673315	105702685
gnl.UG.Ssc.S35167116	1	309293990	partial-dominant	9.72 	1	309569686	309592340
gnl.UG.Ssc.S46881027	1	290532980	partial-dominant	7.67 	NA	NA	NA
gnl.UG.Ssc.S52535148	3	133444064	partial-dominant	17.91 	3	133660275	133741130
gnl.UG.Ssc.S23691354	7	54688117	partial-dominant	5.29 	NA	NA	NA
OVRM1_0166_B02	5	4410900	partial-dominant	4.94 	NA	NA	NA
gnl.UG.Ssc.S40107769	2	138849177	partial-dominant	5.99 	NA	NA	NA
gnl.UG.Ssc.S22310924	3	15346560	partial-dominant	4.90 	NA	NA	NA
gnl.UG.Ssc.S40218950	9	144185861	partial-dominant	4.51 	1	254937355	254944245
gnl.UG.Ssc.S35166148	5	1296573	additive	28.32 	NA	NA	NA
HTMT1_0024_C04	3	119349483	additive	22.27 	3	7441873	7442073
DCI01_0057_H08	1	215183377	partial-dominant	4.73 	NA	NA	NA
gnl.UG.Ssc.S47626215	10	6389965	partial-dominant	6.56 	5	82649385	82706969
gnl.UG.Ssc.S35170077	10	76515166	partial-dominant	6.31 	NA	NA	NA
gnl.UG.Ssc.S23770961	1	41486649	partial-dominant	4.62 	10	45876739	46000323
gnl.UG.Ssc.S35165420	6	63059577	partial-dominant	11.52 	6	63023405	63034058
gnl.UG.Ssc.S50184489	3	13304570	partial-dominant	5.09 	6	54301796	54314510
gnl.UG.Ssc.S46876222	15	91369702	partial-dominant	7.19 	15	93542491	93635070
gnl.UG.Ssc.S35168231	6	112867708	additive	13.60 	6	112410720	112458633
gnl.UG.Ssc.S40481511	13	55944195	dominant	4.96 	13	55590553	55669972
gnl.UG.Ssc.S15981741	5	86311354	partial-dominant	7.11 	NA	NA	NA
gnl.UG.Ssc.S50180456	3	18088863	partial-dominant	10.23 	NA	NA	NA
gnl.UG.Ssc.S35165079	16	40383484	additive	9.59 	16	47454722	47495569
gnl.UG.Ssc.S17518773	1	62632660	partial-dominant	6.53 	1	43484628	43531456
gnl.UG.Ssc.S39872348	16	25839715	partial-dominant	6.05 	16	40637279	40654842
gnl.UG.Ssc.S22277958	13	34606587	partial-dominant	9.53 	13	37315973	37318756
gnl.UG.Ssc.S34499289	15	126379847	partial-dominant	4.87 	15	134512277	134533002
gnl.UG.Ssc.S23769249	5	30432695	partial-dominant	5.80 	7	73042187	73140678
gnl.UG.Ssc.S35169068	14	11665739	partial-dominant	5.38 	14	12636346	12673718
LVRM1_0169_F11	13	159112745	partial-dominant	4.63 	7	33381396	33383462
gnl.UG.Ssc.S40310719	10	20951332	partial-dominant	4.54 	NA	NA	NA
gnl.UG.Ssc.S18357377	13	30105247	partial-dominant	7.57 	NA	NA	NA
gnl.UG.Ssc.S46879480	1	163684754	additive	16.17 	NA	NA	NA
gnl.UG.Ssc.S46880172	4	137190513	additive	24.57 	4	137107369	137187498
gnl.UG.Ssc.S24520633	16	78830515	partial-dominant	4.69 	NA	NA	NA
gnl.UG.Ssc.S35167513	6	96365981	additive	16.40 	6	96440639	96451541
gnl.UG.Ssc.S35168588	1	16505961	partial-dominant	11.57 	NA	NA	NA
gnl.UG.Ssc.S35170981	6	54949995	partial-dominant	7.88 	6	49919339	49922833
gnl.UG.Ssc.S46878752	12	6980697	partial-dominant	5.49 	7	64342172	64354032
gnl.UG.Ssc.S26645511	15	152195152	additive	30.94 	15	154683000	154693236
gnl.UG.Ssc.S35170489	10	77623992	partial-dominant	12.69 	10	54023810	54062279
gnl.UG.Ssc.S26727707	13	21888993	partial-dominant	6.09 	13	24019462	24132699
gnl.UG.Ssc.S18387501	1	309039258	partial-dominant	5.86 	NA	NA	NA
gnl.UG.Ssc.S18555750	10	6354	additive	9.88 	NA	NA	NA
gnl.UG.Ssc.S18308121	2	106746315	additive	18.66 	NA	NA	NA
gnl.UG.Ssc.S18358692	1	58316492	additive	26.67 	NA	NA	NA
gnl.UG.Ssc.S46881148	1	303886984	additive	52.27 	1	303864106	303869260
gnl.UG.Ssc.S35172795	15	111751664	partial-dominant	7.20 	15	112564922	112591056
gnl.UG.Ssc.S19545641	9	76329643	partial-dominant	5.34 	NA	NA	NA
gnl.UG.Ssc.S40556869	17	44369566	additive	9.24 	NA	NA	NA
gnl.UG.Ssc.S34528980	2	148607239	additive	20.64 	NA	NA	NA
ADR01_0084_E08	1	160918538	partial-dominant	5.59 	NA	NA	NA
gnl.UG.Ssc.S46876551	1	278894349	partial-dominant	4.98 	14	51151822	51162385
SPL01_0027_D02	7	27962187	partial-dominant	6.07 	7	26975124	26987075
OVRM1_0170_D07	4	34156810	partial-dominant	4.72 	NA	NA	NA
OVR01_0029_F03	4	25883931	partial-dominant	9.84 	4	117972643	117990368
LVRM1_0040_E12	3	22585232	partial-dominant	7.55 	X	46325399	46371634
gnl.UG.Ssc.S17509876	2	82969323	additive	22.88 	2	81927289	81940706
OVRM1_0001_G04	10	14991518	partial-dominant	6.53 	NA	NA	NA
gnl.UG.Ssc.S35166933	10	6354	additive	9.07 	3	17491365	17496691
gnl.UG.Ssc.S35171643	4	117478732	additive	19.93 	4	116879922	116887481
gnl.UG.Ssc.S21560716	10	9818909	partial-dominant	9.03 	2	7218448	7220218
gnl.UG.Ssc.S39978830	7	103020388	additive	31.97 	NA	NA	NA
gnl.UG.Ssc.S46876861	6	16236765	partial-dominant	6.12 	14	65175873	65228457
gnl.UG.Ssc.S6057628	1	302552307	partial-dominant	6.19 	NA	NA	NA
gnl.UG.Ssc.S46876670	14	41112851	additive	15.61 	14	41230165	41288614
LVR01_0012_A10	1	63541683	partial-dominant	6.13 	2	80139478	80199924
gnl.UG.Ssc.S46878390	13	159112745	partial-dominant	4.92 	7	48301660	48428872
gnl.UG.Ssc.S35170308	4	148835	additive	14.87 	4	750540	753428
gnl.UG.Ssc.S35172112	1	57841633	partial-dominant	5.07 	4	60306137	60311183
gnl.UG.Ssc.S35171875	12	25155524	partial-dominant	4.47 	12	25313095	25352176
gnl.UG.Ssc.S46878958	7	122833026	partial-dominant	7.63 	7	120287748	120294465
gnl.UG.Ssc.S35172529	1	271797073	partial-dominant	4.55 	1	264141075	264169348
gnl.UG.Ssc.S16763399	12	9257006	partial-dominant	5.34 	NA	NA	NA
OVRM1_0097_C05	14	30868951	partial-dominant	4.64 	14	64061484	64073552
SMG01_0091_A12	2	6896015	partial-dominant	6.16 	2	6939770	6942952
gnl.UG.Ssc.S40484365	15	54750365	partial-dominant	9.74 	NA	NA	NA
gnl.UG.Ssc.S35169402	2	155409076	additive	41.72 	NA	NA	NA
gnl.UG.Ssc.S46875938	3	18088863	additive	20.67 	NA	NA	NA
gnl.UG.Ssc.S35170120	7	31661556	partial-dominant	5.26 	7	34373453	34375042
